system:index,precipitation
20151101000000,0.06880558314531979
20151201000000,0.004258067567218551
20160101000000,0.042565339836260464
20160201000000,0.09024170204104004
20160301000000,0.05204405544500887
20160401000000,0.08891731269349851
20160501000000,0.08426757712410447
20160601000000,0.011993294634379774
20160701000000,0.0062333445429903715
20160801000000,0.01677305903965935
20160901000000,0.02633722435403622
20161001000000,0.06181393626594102
20161101000000,0.1484107582980417
20161201000000,0.11892714008741863
20170101000000,0.0797725410740693
20170201000000,0.05287040021840315
20170301000000,0.0779838953423243
20170401000000,0.04141209005740803
20170501000000,0.03263662901317224
20170601000000,0.03689249007749
20170701000000,0.023046200288289347
20170801000000,0.038247824098378354
20170901000000,0.014293440840075063
20171001000000,0.023971828429309235
20171101000000,0.02834645666147105
20171201000000,0.03735359591830993
20180101000000,0.0560261608444301
20180201000000,0.08650764896018436
20180301000000,0.11262425681457265
20180401000000,0.07807268095846366
20180501000000,0.08977920282966906
20180601000000,0.07032430022275471
20180701000000,0.0060074381632289784
20180801000000,0.04556913075253461
20180901000000,0.09538312589005762
20181001000000,0.1154818556559943
20181101000000,0.10575331805851466
20181201000000,0.030482244320031156
